Location_key,Region_name,District,Population_density,Terrain_type,Distance_to_water
2454,East Region,Kadey,396.74,Coastal,3.98
2455,West Region,Nde,450.8,Forest,17.89
2456,North Region,Benoue,397.78,Coastal,1.08
2457,South Region,Mvila,158.71,Coastal,8.96
2458,East Region,Lom-et-Djerem,167.84,Mountainous,5.11
2459,North Region,Benoue,236.45,Plains,12.31
2460,Northwest Region,Donga-Mantung,62.0,Coastal,12.74
2461,Southwest Region,Ndian,221.77,Plains,0.1
2462,Littoral Region,Moungo,56.3,Forest,11.07
2463,Southwest Region,Kupe-Manenguba,452.43,Plains,16.37
2464,South Region,Ocean,54.96,Forest,0.37
2465,Northwest Region,Mezam,287.88,Plains,4.26
2466,West Region,Haut-Nkam,248.12,Plains,15.16
2467,West Region,Mifi,231.98,Mountainous,1.08
2468,South Region,Vallee-du-Ntem,341.9,Coastal,10.95
2469,North Region,Mayo-Rey,149.02,Plains,13.44
2470,North Region,Mayo-Louti,108.36,Mountainous,4.65
2471,Northwest Region,Donga-Mantung,320.51,Coastal,1.42
2472,Littoral Region,Wouri,100.11,Mountainous,14.57
2473,Far North Region,Mayo-Danay,211.69,Forest,19.3
2474,North Region,Faro,182.91,Plains,17.22
2475,Adamawa Region,Faro-et-Deo,233.56,Mountainous,10.19
2476,South Region,Vallee-du-Ntem,353.03,Forest,18.61
2477,Adamawa Region,Mayo-Banyo,182.8,Coastal,11.75
2478,North Region,Faro,214.32,Forest,15.98
2479,Far North Region,Diamare,277.57,Plains,2.18
2480,Adamawa Region,Mayo-Banyo,185.16,Plains,6.71
2481,East Region,Kadey,472.82,Plains,6.09
2482,West Region,Haut-Nkam,297.76,Plains,17.55
2483,Far North Region,Diamare,352.06,Forest,15.66
2484,Centre Region,Mbam-et-Kim,109.0,Coastal,10.52
2485,Northwest Region,Ngo-Ketunjia,456.59,Forest,18.99
2486,South Region,Ocean,156.83,Plains,6.3
2487,North Region,Mayo-Rey,115.77,Mountainous,19.13
2488,Northwest Region,Mezam,272.34,Coastal,19.66
2489,Northwest Region,Ngo-Ketunjia,249.42,Plains,10.03
2490,Centre Region,Haute-Sanaga,143.15,Coastal,6.0
2491,Littoral Region,Sanaga-Maritime,88.25,Forest,5.44
2492,North Region,Mayo-Louti,452.69,Mountainous,7.23
2493,North Region,Mayo-Rey,455.1,Mountainous,3.53
2494,Far North Region,Mayo-Danay,91.66,Mountainous,13.66
2495,Northwest Region,Ngo-Ketunjia,196.23,Forest,15.81
2496,Northwest Region,Donga-Mantung,251.41,Coastal,8.45
2497,North Region,Benoue,118.87,Coastal,10.9
2498,Far North Region,Mayo-Sava,377.3,Forest,2.52
2499,West Region,Nde,67.51,Forest,12.98
2500,Southwest Region,Meme,373.82,Mountainous,9.25
2501,South Region,Dja-et-Lobo,444.11,Forest,17.07
2502,Southwest Region,Kupe-Manenguba,392.89,Plains,14.17
2503,Centre Region,Lekie,495.76,Coastal,18.64
2504,Northwest Region,Mezam,318.08,Mountainous,16.81
2505,Far North Region,Diamare,179.44,Coastal,14.56
2506,East Region,Boumba-et-Ngoko,250.66,Forest,15.14
2507,Southwest Region,Fako,161.3,Forest,19.56
2508,West Region,Mifi,347.76,Mountainous,3.03
2509,Centre Region,Mfoundi,232.08,Mountainous,4.49
2510,Adamawa Region,Faro-et-Deo,212.78,Forest,3.54
2511,Centre Region,Lekie,370.94,Plains,6.75
2512,South Region,Ocean,144.59,Forest,8.41
2513,Littoral Region,Moungo,309.57,Plains,13.84
2514,West Region,Menoua,213.03,Plains,5.5
2515,Far North Region,Mayo-Danay,127.74,Coastal,11.33
2516,South Region,Ocean,340.6,Coastal,16.64
2517,Southwest Region,Meme,194.36,Mountainous,11.75
2518,Northwest Region,Ngo-Ketunjia,318.05,Forest,2.6
2519,Far North Region,Mayo-Tsanaga,288.64,Plains,4.87
2520,Far North Region,Mayo-Kani,338.48,Mountainous,14.56
2521,East Region,Haut-Nyong,54.77,Plains,10.5
2522,South Region,Mvila,395.9,Forest,5.73
2523,South Region,Dja-et-Lobo,197.95,Coastal,12.21
2524,Centre Region,Mbam-et-Kim,477.83,Plains,9.57
2525,North Region,Mayo-Louti,316.02,Mountainous,3.67
2526,Centre Region,Lekie,363.83,Mountainous,0.17
2527,Northwest Region,Momo,353.69,Forest,15.59
2528,West Region,Mifi,315.83,Coastal,13.48
2529,South Region,Vallee-du-Ntem,194.07,Plains,14.19
2530,Southwest Region,Kupe-Manenguba,487.59,Coastal,6.84
2531,Northwest Region,Momo,247.29,Forest,11.29
2532,Far North Region,Mayo-Danay,245.12,Coastal,17.49
2533,East Region,Lom-et-Djerem,291.66,Coastal,14.59
2534,Southwest Region,Kupe-Manenguba,414.73,Forest,6.16
2535,Adamawa Region,Djerem,469.95,Forest,17.02
2536,Centre Region,Mbam-et-Kim,204.68,Forest,6.35
2537,East Region,Lom-et-Djerem,193.44,Coastal,7.14
2538,Southwest Region,Ndian,161.16,Forest,8.51
2539,Adamawa Region,Djerem,481.2,Plains,13.74
2540,West Region,Bamboutos,169.09,Mountainous,8.22
2541,East Region,Kadey,212.57,Forest,19.64
2542,East Region,Boumba-et-Ngoko,427.79,Mountainous,17.97
2543,Adamawa Region,Faro-et-Deo,141.92,Forest,16.12
2544,Far North Region,Mayo-Kani,287.46,Plains,8.15
2545,West Region,Mifi,246.17,Plains,1.0
2546,Adamawa Region,Mayo-Banyo,81.35,Forest,19.6
2547,Far North Region,Mayo-Tsanaga,65.85,Plains,16.46
2548,Centre Region,Nyong-et-Kelle,233.55,Coastal,18.16
2549,North Region,Mayo-Louti,325.92,Plains,12.76
2550,Far North Region,Mayo-Sava,185.78,Plains,5.02
2551,West Region,Menoua,351.4,Forest,9.67
2552,Far North Region,Diamare,418.35,Forest,3.72
2553,Northwest Region,Donga-Mantung,98.96,Mountainous,5.39
2554,Adamawa Region,Djerem,178.09,Plains,1.45
2555,North Region,Benoue,485.12,Mountainous,7.33
2556,Adamawa Region,Djerem,457.37,Forest,19.54
2557,Southwest Region,Fako,416.42,Forest,10.3
2558,North Region,Faro,239.91,Coastal,7.94
2559,Northwest Region,Momo,426.84,Mountainous,18.5
2560,Adamawa Region,Mayo-Banyo,217.25,Coastal,16.11
2561,Adamawa Region,Mayo-Banyo,436.0,Forest,15.4
2562,East Region,Kadey,199.12,Mountainous,10.28
2563,Adamawa Region,Mayo-Banyo,234.29,Coastal,1.51
2564,Littoral Region,Sanaga-Maritime,305.0,Plains,0.54
2565,North Region,Mayo-Louti,92.02,Coastal,9.21
2566,Adamawa Region,Faro-et-Deo,452.96,Forest,19.13
2567,West Region,Haut-Nkam,238.6,Forest,3.04
2568,West Region,Menoua,107.71,Plains,16.17
2569,Adamawa Region,Vina,236.01,Mountainous,2.41
2570,Northwest Region,Bui,261.5,Plains,8.56
2571,West Region,Haut-Nkam,463.26,Mountainous,0.85
2572,Littoral Region,Nkam,462.08,Mountainous,0.68
2573,North Region,Mayo-Rey,328.18,Forest,3.56
2574,Southwest Region,Meme,226.15,Coastal,9.71
2575,North Region,Faro,152.67,Plains,13.8
2576,Southwest Region,Fako,142.71,Forest,15.51
2577,West Region,Nde,496.63,Mountainous,16.31
2578,West Region,Menoua,480.21,Plains,16.45
2579,West Region,Nde,255.09,Mountainous,16.15
2580,East Region,Kadey,289.81,Plains,1.25
2581,North Region,Mayo-Louti,239.73,Mountainous,0.87
2582,Southwest Region,Fako,179.38,Plains,15.63
2583,West Region,Menoua,349.6,Mountainous,4.75
2584,Adamawa Region,Djerem,494.91,Forest,9.67
2585,Far North Region,Mayo-Kani,191.35,Plains,9.29
2586,Far North Region,Mayo-Tsanaga,443.33,Coastal,4.74
2587,Far North Region,Mayo-Tsanaga,323.31,Forest,15.62
2588,North Region,Faro,109.93,Forest,14.71
2589,North Region,Mayo-Louti,74.71,Forest,4.01
2590,South Region,Vallee-du-Ntem,374.48,Forest,5.97
2591,Adamawa Region,Faro-et-Deo,392.8,Mountainous,11.55
2592,South Region,Mvila,241.15,Coastal,13.52
2593,North Region,Mayo-Rey,254.54,Coastal,3.27
2594,West Region,Menoua,320.86,Mountainous,17.92
2595,Centre Region,Lekie,486.41,Coastal,13.21
2596,Littoral Region,Sanaga-Maritime,94.93,Coastal,12.7
2597,South Region,Ocean,407.7,Mountainous,12.7
2598,Centre Region,Nyong-et-Kelle,107.53,Forest,3.05
2599,Southwest Region,Kupe-Manenguba,475.57,Plains,8.43
2600,Adamawa Region,Mbere,436.99,Plains,8.39
2601,South Region,Mvila,102.16,Coastal,9.21
2602,Southwest Region,Kupe-Manenguba,446.64,Coastal,12.47
2603,West Region,Bamboutos,104.59,Forest,4.3
2604,Centre Region,Nyong-et-Kelle,96.55,Mountainous,0.49
2605,Far North Region,Mayo-Sava,140.99,Coastal,2.03
2606,Northwest Region,Donga-Mantung,186.1,Mountainous,13.48
2607,South Region,Ocean,413.71,Coastal,2.49
2608,South Region,Vallee-du-Ntem,433.51,Mountainous,15.71
2609,Adamawa Region,Faro-et-Deo,393.26,Coastal,14.27
2610,South Region,Ocean,435.12,Mountainous,3.06
2611,East Region,Lom-et-Djerem,176.05,Plains,11.55
2612,South Region,Ocean,461.5,Plains,19.1
2613,South Region,Dja-et-Lobo,171.44,Coastal,6.16
2614,North Region,Benoue,107.97,Coastal,18.24
2615,Far North Region,Diamare,416.86,Mountainous,17.12
2616,Centre Region,Haute-Sanaga,352.07,Forest,17.75
2617,Southwest Region,Kupe-Manenguba,348.28,Mountainous,1.94
2618,West Region,Mifi,273.52,Plains,17.39
2619,Adamawa Region,Djerem,479.23,Forest,14.32
2620,Adamawa Region,Djerem,128.31,Plains,4.92
2621,Adamawa Region,Faro-et-Deo,130.93,Forest,13.29
2622,West Region,Mifi,485.15,Forest,19.06
2623,South Region,Ocean,54.54,Mountainous,0.35
2624,North Region,Faro,327.69,Coastal,5.17
2625,Southwest Region,Kupe-Manenguba,77.16,Forest,13.17
2626,Adamawa Region,Djerem,431.89,Mountainous,9.49
2627,Northwest Region,Ngo-Ketunjia,261.54,Coastal,16.56
2628,Southwest Region,Kupe-Manenguba,436.63,Mountainous,0.57
2629,North Region,Faro,217.34,Plains,16.21
2630,Littoral Region,Nkam,195.73,Forest,0.34
2631,Northwest Region,Mezam,425.31,Coastal,3.75
2632,East Region,Kadey,308.42,Plains,3.54
2633,Centre Region,Mbam-et-Kim,459.36,Plains,10.0
2634,North Region,Mayo-Rey,323.58,Mountainous,8.91
2635,South Region,Mvila,427.32,Forest,5.32
2636,South Region,Vallee-du-Ntem,139.87,Mountainous,9.04
2637,Littoral Region,Nkam,183.37,Mountainous,18.11
2638,North Region,Mayo-Rey,478.65,Coastal,1.16
2639,North Region,Faro,139.52,Plains,14.58
2640,West Region,Nde,223.09,Mountainous,17.5
2641,Adamawa Region,Faro-et-Deo,202.6,Plains,4.0
2642,Northwest Region,Bui,352.11,Plains,16.3
2643,West Region,Nde,263.27,Forest,11.26
2644,West Region,Menoua,81.07,Coastal,0.92
2645,Adamawa Region,Vina,207.1,Forest,6.45
2646,Southwest Region,Kupe-Manenguba,169.47,Coastal,6.3
2647,East Region,Lom-et-Djerem,350.71,Mountainous,1.56
2648,West Region,Mifi,485.8,Coastal,19.98
2649,West Region,Menoua,362.3,Coastal,17.07
2650,Centre Region,Lekie,315.54,Coastal,8.09
2651,Southwest Region,Ndian,477.73,Coastal,10.69
2652,Centre Region,Mfoundi,172.28,Plains,9.13
2653,South Region,Dja-et-Lobo,223.45,Plains,15.97
2654,Far North Region,Mayo-Danay,269.93,Forest,14.72
2655,Littoral Region,Nkam,385.15,Mountainous,5.65
2656,South Region,Vallee-du-Ntem,116.76,Mountainous,10.59
2657,East Region,Boumba-et-Ngoko,237.74,Plains,14.78
2658,Far North Region,Mayo-Danay,458.72,Plains,17.02
2659,East Region,Haut-Nyong,373.05,Mountainous,11.71
2660,North Region,Faro,484.56,Plains,17.71
2661,Adamawa Region,Vina,359.74,Plains,14.86
2662,Northwest Region,Ngo-Ketunjia,76.3,Forest,13.76
2663,Far North Region,Mayo-Kani,407.36,Forest,6.79
2664,South Region,Ocean,209.27,Forest,15.66
2665,South Region,Mvila,184.0,Mountainous,8.56
2666,North Region,Mayo-Rey,302.81,Forest,16.46
2667,South Region,Dja-et-Lobo,129.8,Coastal,11.54
2668,Littoral Region,Wouri,206.13,Plains,7.16
2669,Littoral Region,Sanaga-Maritime,413.37,Forest,7.09
2670,Southwest Region,Meme,92.65,Plains,2.38
2671,Littoral Region,Sanaga-Maritime,81.89,Mountainous,18.32
2672,South Region,Vallee-du-Ntem,365.67,Forest,0.56
2673,Adamawa Region,Djerem,329.63,Mountainous,1.8
2674,North Region,Mayo-Louti,428.09,Mountainous,11.26
2675,Far North Region,Diamare,429.54,Forest,5.41
2676,Littoral Region,Nkam,463.21,Coastal,9.44
2677,North Region,Mayo-Rey,211.36,Mountainous,14.79
2678,Northwest Region,Mezam,309.5,Forest,1.81
2679,South Region,Ocean,52.14,Forest,11.61
2680,Littoral Region,Sanaga-Maritime,184.93,Mountainous,13.4
2681,Northwest Region,Donga-Mantung,336.47,Forest,4.35
2682,Far North Region,Mayo-Sava,475.91,Coastal,19.46
2683,East Region,Boumba-et-Ngoko,272.75,Plains,8.74
2684,Littoral Region,Wouri,64.88,Plains,14.85
2685,North Region,Faro,366.68,Coastal,0.43
2686,Littoral Region,Nkam,185.61,Forest,6.39
2687,South Region,Vallee-du-Ntem,181.15,Coastal,3.08
2688,Southwest Region,Ndian,270.29,Forest,12.3
2689,Littoral Region,Nkam,400.84,Coastal,15.22
2690,Adamawa Region,Vina,460.93,Plains,6.89
2691,Southwest Region,Kupe-Manenguba,171.21,Forest,12.84
2692,East Region,Boumba-et-Ngoko,200.02,Forest,17.76
2693,Northwest Region,Mezam,205.51,Plains,4.98
2694,Adamawa Region,Faro-et-Deo,152.43,Mountainous,9.71
2695,West Region,Haut-Nkam,127.15,Plains,2.46
2696,East Region,Haut-Nyong,178.5,Plains,7.68
2697,Adamawa Region,Mayo-Banyo,271.12,Mountainous,17.11
2698,Southwest Region,Meme,453.89,Mountainous,14.46
2699,North Region,Mayo-Louti,480.46,Mountainous,16.64
2700,West Region,Bamboutos,297.16,Plains,12.55
2701,Far North Region,Mayo-Kani,452.55,Coastal,9.09
2702,West Region,Haut-Nkam,207.62,Mountainous,19.83
2703,Littoral Region,Moungo,73.65,Coastal,18.12
2704,East Region,Lom-et-Djerem,390.44,Coastal,19.58
2705,Centre Region,Lekie,499.53,Forest,5.78
2706,Littoral Region,Sanaga-Maritime,101.28,Plains,9.38
2707,West Region,Nde,171.16,Mountainous,6.04
2708,Adamawa Region,Djerem,139.89,Mountainous,4.88
2709,South Region,Vallee-du-Ntem,249.57,Plains,18.6
2710,Northwest Region,Momo,277.59,Plains,6.97
2711,North Region,Mayo-Louti,492.15,Plains,3.66
2712,Southwest Region,Kupe-Manenguba,414.86,Plains,2.84
2713,Littoral Region,Wouri,145.77,Mountainous,7.73
2714,Centre Region,Nyong-et-Kelle,463.9,Mountainous,13.54
2715,North Region,Benoue,426.18,Mountainous,15.63
2716,North Region,Faro,244.0,Forest,0.38
2717,West Region,Bamboutos,420.36,Mountainous,7.33
2718,East Region,Boumba-et-Ngoko,286.41,Coastal,14.27
2719,Adamawa Region,Djerem,130.32,Mountainous,1.84
2720,North Region,Faro,178.2,Mountainous,9.9
2721,Littoral Region,Sanaga-Maritime,269.54,Forest,7.49
2722,East Region,Lom-et-Djerem,242.6,Forest,1.79
2723,Far North Region,Mayo-Sava,134.02,Forest,9.34
2724,North Region,Benoue,339.24,Coastal,18.15
2725,East Region,Lom-et-Djerem,68.77,Coastal,0.13
2726,West Region,Nde,207.9,Plains,3.59
2727,Far North Region,Mayo-Danay,308.27,Forest,16.04
2728,Littoral Region,Moungo,411.02,Coastal,15.81
2729,Centre Region,Mbam-et-Kim,80.43,Mountainous,13.96
2730,Far North Region,Mayo-Kani,79.6,Plains,11.63
2731,North Region,Mayo-Rey,240.4,Forest,11.41
2732,West Region,Bamboutos,435.88,Forest,18.12
2733,East Region,Boumba-et-Ngoko,221.15,Forest,17.35
2734,Southwest Region,Fako,499.31,Mountainous,17.49
2735,Adamawa Region,Djerem,253.94,Plains,2.86
2736,Northwest Region,Donga-Mantung,448.38,Forest,8.04
2737,Adamawa Region,Faro-et-Deo,120.66,Coastal,14.12
2738,East Region,Lom-et-Djerem,378.47,Plains,19.06
2739,West Region,Nde,75.08,Mountainous,14.17
2740,South Region,Dja-et-Lobo,188.61,Plains,12.98
2741,South Region,Mvila,353.23,Forest,16.86
2742,Northwest Region,Ngo-Ketunjia,272.53,Forest,18.9
2743,Littoral Region,Moungo,364.52,Mountainous,7.58
2744,South Region,Vallee-du-Ntem,104.39,Coastal,11.15
2745,Far North Region,Mayo-Tsanaga,147.34,Plains,8.95
2746,Northwest Region,Ngo-Ketunjia,358.94,Forest,9.16
2747,Southwest Region,Fako,199.18,Mountainous,3.89
2748,West Region,Menoua,283.63,Coastal,6.01
2749,West Region,Nde,494.2,Coastal,4.25
2750,Centre Region,Mfoundi,352.0,Forest,1.95
2751,Centre Region,Lekie,428.67,Mountainous,2.72
2752,Adamawa Region,Vina,101.03,Mountainous,11.75
2753,West Region,Menoua,279.58,Plains,11.26
2754,Littoral Region,Wouri,304.66,Coastal,10.67
2755,Adamawa Region,Mayo-Banyo,181.83,Mountainous,11.35
2756,South Region,Mvila,293.01,Forest,1.1
2757,Centre Region,Haute-Sanaga,297.22,Coastal,7.92
2758,Adamawa Region,Vina,56.69,Forest,2.64
2759,North Region,Mayo-Louti,155.65,Coastal,11.51
2760,Centre Region,Haute-Sanaga,65.29,Forest,2.7
2761,Littoral Region,Nkam,112.96,Mountainous,8.09
2762,East Region,Lom-et-Djerem,435.29,Plains,9.23
2763,Centre Region,Nyong-et-Kelle,250.12,Forest,16.9
2764,South Region,Mvila,374.53,Plains,19.41
2765,Centre Region,Mfoundi,113.5,Forest,17.84
2766,West Region,Menoua,64.73,Coastal,3.21
2767,North Region,Mayo-Rey,333.89,Coastal,7.42
2768,North Region,Mayo-Rey,490.8,Forest,14.1
2769,Far North Region,Mayo-Kani,146.84,Plains,0.31
2770,Littoral Region,Moungo,168.79,Mountainous,15.63
2771,Centre Region,Mbam-et-Kim,290.38,Coastal,16.97
2772,Centre Region,Mfoundi,305.76,Forest,7.21
2773,East Region,Haut-Nyong,372.24,Mountainous,9.97
2774,West Region,Nde,144.67,Plains,14.68
2775,West Region,Nde,320.42,Mountainous,17.03
2776,East Region,Lom-et-Djerem,492.05,Forest,11.2
2777,South Region,Vallee-du-Ntem,244.76,Coastal,15.58
2778,West Region,Mifi,78.55,Forest,10.17
2779,Adamawa Region,Mbere,429.93,Mountainous,9.41
2780,South Region,Dja-et-Lobo,440.75,Forest,1.65
2781,East Region,Boumba-et-Ngoko,357.8,Coastal,3.41
2782,Northwest Region,Ngo-Ketunjia,435.42,Plains,18.24
2783,South Region,Vallee-du-Ntem,300.56,Plains,17.85
2784,Northwest Region,Ngo-Ketunjia,320.73,Mountainous,5.71
2785,Southwest Region,Kupe-Manenguba,404.2,Coastal,19.7
2786,East Region,Haut-Nyong,401.55,Plains,7.12
2787,Northwest Region,Donga-Mantung,86.67,Coastal,13.63
2788,Northwest Region,Donga-Mantung,330.39,Forest,18.6
2789,Far North Region,Diamare,376.11,Coastal,0.43
2790,South Region,Dja-et-Lobo,332.77,Forest,14.18
2791,South Region,Ocean,88.19,Coastal,14.08
2792,South Region,Vallee-du-Ntem,57.0,Forest,3.19
2793,Northwest Region,Mezam,297.75,Forest,6.44
2794,South Region,Ocean,230.76,Mountainous,6.27
2795,North Region,Mayo-Louti,135.6,Plains,5.85
2796,Far North Region,Mayo-Tsanaga,292.81,Mountainous,0.59
2797,Far North Region,Mayo-Danay,189.22,Forest,10.17
2798,Adamawa Region,Faro-et-Deo,207.03,Mountainous,6.92
2799,North Region,Faro,86.19,Plains,5.06
2800,Littoral Region,Moungo,126.32,Plains,14.02
2801,Centre Region,Nyong-et-Kelle,297.4,Coastal,9.58
2802,West Region,Mifi,160.67,Mountainous,12.41
2803,Adamawa Region,Djerem,421.03,Forest,13.28
2804,West Region,Nde,75.02,Plains,15.15
2805,Adamawa Region,Mayo-Banyo,465.64,Plains,14.5
2806,Centre Region,Haute-Sanaga,447.8,Plains,7.38
2807,Adamawa Region,Faro-et-Deo,160.19,Forest,3.27
2808,Centre Region,Nyong-et-Kelle,273.69,Plains,14.73
2809,Centre Region,Nyong-et-Kelle,179.51,Coastal,9.25
2810,Far North Region,Mayo-Sava,271.91,Plains,4.24
2811,Southwest Region,Lebialem,56.19,Mountainous,8.4
2812,West Region,Mifi,254.7,Mountainous,14.61
2813,Centre Region,Haute-Sanaga,258.07,Coastal,1.35
2814,East Region,Kadey,459.16,Forest,19.44
2815,Far North Region,Mayo-Sava,281.34,Mountainous,1.05
2816,Northwest Region,Ngo-Ketunjia,92.29,Plains,18.51
2817,East Region,Boumba-et-Ngoko,119.7,Plains,9.27
2818,Littoral Region,Moungo,287.3,Mountainous,19.73
2819,Littoral Region,Moungo,94.16,Plains,14.82
2820,North Region,Mayo-Louti,174.51,Coastal,16.15
2821,West Region,Nde,385.5,Mountainous,1.27
2822,West Region,Mifi,277.29,Forest,19.38
2823,Centre Region,Lekie,482.49,Plains,6.78
2824,Southwest Region,Fako,454.42,Plains,4.26
2825,East Region,Kadey,221.31,Plains,13.57
2826,Far North Region,Mayo-Kani,210.52,Forest,10.49
2827,Far North Region,Mayo-Sava,440.81,Coastal,15.87
2828,East Region,Lom-et-Djerem,216.27,Forest,6.14
2829,Far North Region,Mayo-Danay,204.87,Mountainous,16.17
2830,North Region,Benoue,80.34,Coastal,13.89
2831,North Region,Benoue,105.9,Coastal,16.41
2832,East Region,Kadey,455.94,Plains,6.9
2833,Northwest Region,Donga-Mantung,301.75,Coastal,15.02
2834,East Region,Lom-et-Djerem,240.44,Plains,1.5
2835,North Region,Faro,379.25,Forest,14.35
2836,Southwest Region,Lebialem,270.6,Mountainous,14.99
2837,South Region,Mvila,455.26,Coastal,17.23
2838,Northwest Region,Momo,378.12,Mountainous,0.26
2839,Centre Region,Mbam-et-Kim,474.88,Coastal,18.55
2840,North Region,Mayo-Louti,169.69,Coastal,0.64
2841,Southwest Region,Meme,185.89,Plains,18.47
2842,West Region,Mifi,490.52,Forest,10.24
2843,Adamawa Region,Vina,482.14,Mountainous,7.1
2844,Northwest Region,Donga-Mantung,440.19,Plains,12.5
2845,Northwest Region,Mezam,57.6,Plains,8.26
2846,Southwest Region,Meme,242.65,Mountainous,7.77
2847,North Region,Mayo-Rey,365.35,Forest,12.02
2848,South Region,Mvila,128.93,Plains,16.26
2849,South Region,Mvila,135.93,Mountainous,17.18
2850,Centre Region,Haute-Sanaga,356.48,Mountainous,0.91
2851,North Region,Faro,245.54,Forest,16.11
2852,North Region,Faro,81.61,Coastal,2.92
2853,Far North Region,Mayo-Sava,265.61,Mountainous,12.5
2854,Southwest Region,Ndian,216.29,Forest,9.57
2855,Southwest Region,Fako,317.48,Coastal,13.14
2856,South Region,Mvila,347.2,Forest,15.8
2857,East Region,Lom-et-Djerem,437.95,Forest,0.26
2858,Littoral Region,Wouri,349.95,Coastal,13.94
2859,Littoral Region,Wouri,429.36,Forest,15.85
2860,West Region,Mifi,492.45,Plains,11.11
2861,Centre Region,Mfoundi,445.39,Mountainous,18.15
2862,East Region,Boumba-et-Ngoko,103.44,Forest,2.07
2863,Littoral Region,Wouri,434.43,Plains,6.6
2864,South Region,Dja-et-Lobo,358.79,Coastal,1.84
2865,Centre Region,Haute-Sanaga,469.62,Coastal,10.55
2866,Adamawa Region,Mayo-Banyo,111.86,Coastal,7.54
2867,Northwest Region,Bui,430.87,Mountainous,17.77
2868,East Region,Lom-et-Djerem,312.8,Mountainous,5.22
2869,Adamawa Region,Mbere,308.59,Coastal,2.53
2870,East Region,Lom-et-Djerem,420.52,Mountainous,11.89
2871,West Region,Nde,459.93,Forest,8.01
2872,Littoral Region,Wouri,425.12,Plains,10.23
2873,Centre Region,Mfoundi,217.2,Coastal,15.46
2874,Littoral Region,Sanaga-Maritime,460.72,Forest,2.87
2875,Centre Region,Mfoundi,62.09,Mountainous,13.99
2876,Southwest Region,Fako,424.45,Mountainous,13.72
2877,Northwest Region,Momo,257.47,Coastal,10.28
2878,Centre Region,Mfoundi,332.05,Mountainous,16.51
2879,South Region,Ocean,101.04,Forest,3.8
2880,Centre Region,Nyong-et-Kelle,326.65,Forest,14.57
2881,Centre Region,Mfoundi,432.72,Plains,11.11
2882,Adamawa Region,Vina,481.09,Plains,2.26
2883,East Region,Kadey,230.11,Mountainous,4.72
2884,Adamawa Region,Vina,85.82,Coastal,16.01
2885,Adamawa Region,Djerem,299.4,Mountainous,13.11
2886,East Region,Kadey,492.02,Coastal,8.0
2887,Adamawa Region,Faro-et-Deo,445.2,Plains,19.17
2888,Far North Region,Diamare,151.64,Forest,4.1
2889,North Region,Mayo-Louti,324.16,Mountainous,13.43
2890,East Region,Lom-et-Djerem,424.94,Coastal,13.73
2891,East Region,Haut-Nyong,373.1,Plains,2.68
2892,Centre Region,Mbam-et-Kim,378.18,Forest,0.65
2893,Adamawa Region,Mbere,246.48,Plains,0.78
2894,Littoral Region,Moungo,455.84,Mountainous,10.58
2895,East Region,Boumba-et-Ngoko,301.01,Forest,15.97
2896,Centre Region,Mbam-et-Kim,79.87,Forest,12.94
2897,East Region,Lom-et-Djerem,356.13,Mountainous,11.27
2898,Southwest Region,Lebialem,310.01,Plains,13.77
2899,North Region,Mayo-Louti,483.71,Mountainous,18.82
2900,West Region,Nde,386.79,Forest,5.55
2901,South Region,Vallee-du-Ntem,225.51,Plains,2.74
2902,North Region,Mayo-Louti,264.05,Mountainous,12.52
2903,Littoral Region,Sanaga-Maritime,99.87,Coastal,10.9
2904,Far North Region,Mayo-Sava,171.85,Plains,7.59
2905,Northwest Region,Momo,381.6,Coastal,14.8
2906,Far North Region,Diamare,191.72,Coastal,1.1
2907,Littoral Region,Sanaga-Maritime,491.19,Forest,1.31
2908,Northwest Region,Donga-Mantung,82.64,Plains,9.4
2909,East Region,Boumba-et-Ngoko,300.28,Forest,5.9
2910,North Region,Mayo-Rey,262.22,Coastal,8.26
2911,Far North Region,Diamare,259.58,Plains,3.21
2912,Littoral Region,Nkam,172.11,Forest,19.64
2913,Centre Region,Haute-Sanaga,492.95,Coastal,1.82
2914,Adamawa Region,Djerem,394.33,Plains,12.17
2915,Adamawa Region,Mayo-Banyo,137.59,Coastal,14.36
2916,Southwest Region,Kupe-Manenguba,159.8,Forest,9.59
2917,Littoral Region,Moungo,308.63,Mountainous,15.75
2918,East Region,Lom-et-Djerem,85.42,Forest,7.21
2919,North Region,Mayo-Louti,442.71,Mountainous,10.52
2920,Adamawa Region,Mbere,302.59,Coastal,17.64
2921,Adamawa Region,Faro-et-Deo,313.24,Forest,4.17
2922,West Region,Menoua,422.29,Plains,16.47
2923,Far North Region,Mayo-Kani,260.33,Coastal,11.67
2924,West Region,Bamboutos,323.04,Plains,15.24
2925,North Region,Benoue,279.12,Mountainous,3.22
2926,Littoral Region,Sanaga-Maritime,78.7,Forest,0.97
2927,Far North Region,Mayo-Sava,466.43,Forest,5.7
2928,West Region,Menoua,410.48,Mountainous,11.1
2929,Southwest Region,Lebialem,239.32,Mountainous,10.04
2930,Far North Region,Mayo-Kani,244.56,Mountainous,7.66
2931,South Region,Ocean,168.56,Coastal,13.81
2932,Southwest Region,Ndian,136.32,Coastal,18.85
2933,South Region,Ocean,336.56,Mountainous,3.83
2934,Southwest Region,Kupe-Manenguba,93.99,Coastal,19.75
2935,West Region,Bamboutos,489.25,Coastal,12.84
