Prevention_key,Nets_distributed,Spray_coverage,Control_method,Last_campaign_date
2711,3149,89.2,Larvicide Application,2022-09-20
2712,1329,77.15,Larvicide Application,2022-03-24
2713,4289,84.08,Indoor Residual Spraying,2021-06-01
2714,3041,85.85,Larvicide Application,2018-01-08
2715,2301,65.15,Larvicide Application,2021-12-09
2716,4109,72.58,Larvicide Application,2015-11-18
2717,3321,67.27,Indoor Residual Spraying,2022-03-22
2718,2434,62.84,Bed Net Distribution,2022-03-22
2719,2617,76.52,Larvicide Application,2016-03-05
2720,4357,81.36,Larvicide Application,2016-11-21
2721,3959,86.88,Environmental Management,2019-05-29
2722,4402,40.48,Indoor Residual Spraying,2023-02-22
2723,1110,55.62,Bed Net Distribution,2015-01-02
2724,2438,52.31,Indoor Residual Spraying,2020-09-08
2725,3252,51.95,Environmental Management,2022-01-05
2726,3808,63.99,Environmental Management,2015-09-24
2727,2245,57.27,Environmental Management,2021-06-23
2728,1928,74.14,Larvicide Application,2018-03-18
2729,3580,64.82,Larvicide Application,2016-05-12
2730,4370,79.84,Bed Net Distribution,2020-12-30
2731,1317,79.01,Environmental Management,2022-06-03
2732,2854,79.58,Larvicide Application,2018-08-16
2733,1516,54.44,Larvicide Application,2022-05-24
2734,2857,70.5,Environmental Management,2022-03-24
2735,2184,64.3,Larvicide Application,2018-07-09
2736,1016,78.87,Bed Net Distribution,2019-12-13
2737,4691,64.77,Larvicide Application,2019-04-16
2738,4965,43.09,Indoor Residual Spraying,2018-03-24
2739,1949,63.5,Bed Net Distribution,2019-07-11
2740,3895,63.55,Indoor Residual Spraying,2023-03-23
2741,2524,93.71,Larvicide Application,2020-02-08
2742,4262,44.79,Indoor Residual Spraying,2023-07-08
2743,456,84.92,Larvicide Application,2016-11-22
2744,2811,50.1,Indoor Residual Spraying,2023-10-10
2745,612,77.01,Indoor Residual Spraying,2023-09-11
2746,1260,52.2,Environmental Management,2023-07-22
2747,1012,61.14,Larvicide Application,2022-05-18
2748,2771,66.74,Larvicide Application,2015-01-15
2749,3904,81.83,Environmental Management,2021-05-19
2750,4744,43.11,Larvicide Application,2019-02-10
2751,1261,84.68,Environmental Management,2023-11-01
2752,1452,40.68,Bed Net Distribution,2023-04-19
2753,2688,79.72,Larvicide Application,2022-06-17
2754,4731,69.75,Environmental Management,2021-04-12
2755,1108,82.03,Larvicide Application,2021-08-14
2756,678,85.71,Larvicide Application,2015-06-21
2757,185,94.54,Environmental Management,2022-09-13
2758,2938,74.9,Bed Net Distribution,2019-03-09
2759,2671,76.88,Environmental Management,2018-08-28
2760,3526,50.16,Indoor Residual Spraying,2021-04-13
2761,530,72.66,Larvicide Application,2016-06-30
2762,4541,63.9,Larvicide Application,2017-06-16
2763,4501,92.18,Environmental Management,2015-11-14
2764,1728,60.12,Indoor Residual Spraying,2019-02-07
2765,2022,52.95,Environmental Management,2016-08-16
2766,1010,81.36,Larvicide Application,2015-05-21
2767,931,86.43,Indoor Residual Spraying,2018-04-23
2768,4542,71.56,Larvicide Application,2019-01-07
2769,988,78.53,Indoor Residual Spraying,2022-10-14
2770,3594,45.11,Bed Net Distribution,2015-09-30
2771,308,45.38,Indoor Residual Spraying,2018-02-09
2772,2857,89.77,Environmental Management,2021-10-04
2773,3622,54.24,Environmental Management,2023-08-29
2774,3052,64.66,Larvicide Application,2018-11-29
2775,3007,42.7,Environmental Management,2016-12-05
2776,3810,80.38,Environmental Management,2016-09-27
2777,3418,64.4,Larvicide Application,2018-03-20
2778,1263,67.98,Indoor Residual Spraying,2020-08-22
2779,2859,74.19,Indoor Residual Spraying,2018-03-20
2780,3725,87.37,Indoor Residual Spraying,2022-02-09
2781,1596,83.27,Indoor Residual Spraying,2019-06-02
2782,2285,41.8,Bed Net Distribution,2015-06-19
2783,2423,50.43,Larvicide Application,2017-11-30
2784,3545,69.61,Environmental Management,2022-06-16
2785,2032,53.94,Indoor Residual Spraying,2019-12-26
2786,4820,66.64,Environmental Management,2019-05-29
2787,4922,67.48,Bed Net Distribution,2018-06-15
2788,703,54.52,Indoor Residual Spraying,2018-08-24
2789,4853,94.55,Bed Net Distribution,2017-06-15
2790,3314,41.89,Larvicide Application,2022-01-26
2791,192,42.63,Larvicide Application,2021-01-05
2792,3984,52.79,Bed Net Distribution,2023-10-12
2793,2021,79.13,Larvicide Application,2022-02-11
2794,3110,73.14,Indoor Residual Spraying,2023-02-25
2795,2888,64.47,Indoor Residual Spraying,2023-04-26
2796,3761,43.7,Indoor Residual Spraying,2016-09-22
2797,1829,88.98,Larvicide Application,2015-07-05
2798,1252,67.74,Larvicide Application,2017-02-06
2799,3584,82.51,Larvicide Application,2020-10-16
2800,2547,64.73,Indoor Residual Spraying,2016-09-02
2801,3784,50.18,Indoor Residual Spraying,2020-02-05
2802,3736,51.28,Bed Net Distribution,2017-10-10
2803,4517,78.85,Indoor Residual Spraying,2021-08-18
2804,3104,41.72,Indoor Residual Spraying,2017-10-27
2805,893,52.94,Bed Net Distribution,2015-03-08
2806,3931,61.23,Environmental Management,2019-11-17
2807,3078,74.57,Larvicide Application,2021-11-06
2808,3559,49.7,Larvicide Application,2015-07-06
2809,4647,67.9,Larvicide Application,2021-07-15
2810,815,91.55,Environmental Management,2020-12-07
2811,2006,58.87,Environmental Management,2016-01-26
2812,3890,55.95,Bed Net Distribution,2016-12-11
2813,634,72.15,Bed Net Distribution,2023-12-09
2814,2570,57.53,Bed Net Distribution,2022-11-21
2815,3079,78.96,Bed Net Distribution,2023-04-03
2816,820,47.26,Bed Net Distribution,2018-09-16
2817,3393,87.33,Bed Net Distribution,2016-12-12
2818,1554,62.24,Larvicide Application,2021-04-25
2819,3490,88.25,Environmental Management,2020-03-10
2820,3104,49.25,Indoor Residual Spraying,2015-04-27
2821,2561,80.67,Indoor Residual Spraying,2016-06-25
2822,1317,81.87,Larvicide Application,2016-09-14
2823,4230,64.01,Larvicide Application,2015-11-08
2824,3247,51.57,Larvicide Application,2016-10-19
2825,1790,54.07,Indoor Residual Spraying,2016-12-20
2826,4022,51.12,Bed Net Distribution,2021-03-14
2827,3070,58.21,Environmental Management,2020-10-02
2828,3583,41.56,Environmental Management,2017-03-10
2829,2116,48.52,Indoor Residual Spraying,2017-04-07
2830,1029,58.88,Bed Net Distribution,2020-01-26
2831,2599,72.7,Larvicide Application,2019-11-24
2832,4302,76.55,Environmental Management,2021-07-07
2833,1605,81.58,Bed Net Distribution,2023-07-17
2834,1966,90.48,Indoor Residual Spraying,2015-10-07
2835,296,63.12,Environmental Management,2020-08-01
2836,1777,92.61,Indoor Residual Spraying,2016-10-13
2837,2950,58.78,Larvicide Application,2023-10-10
2838,1571,50.08,Bed Net Distribution,2019-08-16
2839,702,70.41,Indoor Residual Spraying,2017-07-20
2840,3069,53.54,Indoor Residual Spraying,2021-08-30
2841,1523,85.26,Environmental Management,2023-10-03
2842,3500,76.76,Indoor Residual Spraying,2018-11-06
2843,4052,51.9,Indoor Residual Spraying,2018-06-11
2844,1889,87.88,Larvicide Application,2017-04-07
2845,2211,65.13,Larvicide Application,2022-07-13
2846,4276,43.39,Indoor Residual Spraying,2015-07-03
2847,1970,92.83,Larvicide Application,2023-12-30
2848,2649,44.59,Environmental Management,2020-09-08
2849,336,43.87,Larvicide Application,2023-12-18
2850,4974,72.49,Environmental Management,2016-10-01
2851,1147,76.67,Environmental Management,2018-03-22
2852,877,86.87,Indoor Residual Spraying,2016-12-14
2853,4898,88.54,Bed Net Distribution,2019-10-26
2854,1973,70.54,Indoor Residual Spraying,2022-10-04
2855,1640,79.16,Larvicide Application,2016-04-16
2856,2714,75.18,Indoor Residual Spraying,2022-03-26
2857,152,66.27,Larvicide Application,2023-05-01
2858,1157,58.64,Indoor Residual Spraying,2015-05-27
2859,3068,88.92,Bed Net Distribution,2019-05-02
2860,4915,50.93,Environmental Management,2023-03-05
2861,904,44.43,Environmental Management,2015-11-30
2862,1682,41.91,Environmental Management,2017-08-19
2863,201,40.62,Bed Net Distribution,2016-01-12
2864,3731,69.12,Environmental Management,2023-11-04
2865,881,66.73,Indoor Residual Spraying,2018-08-03
2866,3298,57.6,Bed Net Distribution,2021-04-09
2867,397,53.53,Environmental Management,2018-04-13
2868,3178,63.62,Bed Net Distribution,2018-10-05
2869,2202,48.1,Larvicide Application,2018-04-08
2870,2283,77.14,Larvicide Application,2020-11-10
2871,4106,63.29,Indoor Residual Spraying,2020-07-09
2872,4662,92.48,Indoor Residual Spraying,2016-11-20
2873,1701,92.03,Indoor Residual Spraying,2016-06-07
2874,3100,64.04,Larvicide Application,2022-09-29
2875,2808,92.59,Larvicide Application,2015-07-02
2876,2506,44.25,Bed Net Distribution,2023-06-03
2877,3809,50.96,Bed Net Distribution,2016-09-04
2878,1538,55.98,Bed Net Distribution,2023-06-23
2879,1985,48.07,Environmental Management,2018-10-29
2880,2470,44.21,Indoor Residual Spraying,2022-03-26
2881,2688,42.12,Bed Net Distribution,2020-01-02
2882,4028,71.15,Environmental Management,2022-12-23
2883,3887,89.94,Bed Net Distribution,2019-04-19
2884,3446,59.3,Bed Net Distribution,2022-01-12
2885,3970,84.18,Larvicide Application,2015-11-19
2886,2231,54.75,Environmental Management,2019-06-06
2887,2563,93.87,Environmental Management,2018-03-29
2888,2559,69.14,Larvicide Application,2023-01-10
2889,515,81.11,Environmental Management,2015-06-23
2890,4715,45.86,Larvicide Application,2017-09-27
2891,4756,52.46,Environmental Management,2015-12-26
2892,1079,88.59,Environmental Management,2017-09-03
2893,4870,68.71,Larvicide Application,2019-08-25
2894,1545,41.87,Bed Net Distribution,2023-07-02
2895,611,50.07,Bed Net Distribution,2021-04-13
2896,4809,83.79,Larvicide Application,2022-01-22
2897,2181,42.64,Indoor Residual Spraying,2021-10-25
2898,4423,55.78,Bed Net Distribution,2016-01-10
2899,2792,91.57,Larvicide Application,2019-10-12
2900,724,70.54,Indoor Residual Spraying,2019-12-09
2901,832,67.66,Larvicide Application,2015-03-30
2902,2753,66.25,Environmental Management,2022-01-30
2903,4555,44.94,Bed Net Distribution,2018-12-22
2904,3775,63.39,Larvicide Application,2021-11-17
2905,3599,56.15,Environmental Management,2023-09-15
2906,715,81.32,Environmental Management,2017-10-18
2907,1552,92.6,Indoor Residual Spraying,2016-02-12
2908,3644,77.09,Indoor Residual Spraying,2018-11-16
2909,1607,72.22,Larvicide Application,2017-11-15
2910,4751,69.2,Indoor Residual Spraying,2016-02-25
2911,3547,78.6,Indoor Residual Spraying,2019-09-14
2912,3043,58.66,Environmental Management,2023-03-29
2913,2199,57.23,Indoor Residual Spraying,2015-02-24
2914,2019,69.8,Environmental Management,2018-08-27
2915,1858,64.35,Larvicide Application,2022-06-15
2916,1492,82.45,Larvicide Application,2017-09-29
2917,4392,89.41,Larvicide Application,2018-02-21
2918,4346,94.56,Larvicide Application,2023-12-07
2919,238,85.39,Bed Net Distribution,2015-06-19
2920,1262,72.73,Environmental Management,2020-01-20
2921,3024,47.2,Bed Net Distribution,2023-12-27
2922,101,80.2,Environmental Management,2019-09-14
2923,3874,60.87,Indoor Residual Spraying,2015-03-28
2924,984,69.57,Larvicide Application,2015-12-09
2925,4548,55.6,Larvicide Application,2019-01-27
2926,2236,77.99,Indoor Residual Spraying,2016-04-30
2927,931,61.18,Larvicide Application,2016-06-23
2928,796,76.37,Larvicide Application,2020-12-26
2929,2555,43.83,Environmental Management,2016-03-09
2930,2985,42.58,Indoor Residual Spraying,2017-01-03
2931,3460,78.35,Bed Net Distribution,2017-12-13
2932,4758,80.51,Larvicide Application,2023-02-22
2933,4633,52.76,Bed Net Distribution,2020-09-26
2934,3918,66.26,Environmental Management,2015-07-06
2935,459,64.93,Larvicide Application,2022-01-12
2936,349,60.21,Larvicide Application,2016-05-16
2937,3096,82.77,Larvicide Application,2018-11-01
2938,861,68.83,Bed Net Distribution,2018-05-04
2939,4002,45.78,Environmental Management,2018-08-13
2940,2619,71.32,Bed Net Distribution,2015-11-02
2941,833,75.31,Indoor Residual Spraying,2015-11-28
2942,3723,92.9,Indoor Residual Spraying,2020-01-30
2943,2210,59.93,Environmental Management,2015-03-08
2944,2880,52.84,Indoor Residual Spraying,2023-06-10
2945,4006,85.0,Indoor Residual Spraying,2019-02-05
2946,3923,55.98,Larvicide Application,2018-03-25
2947,1628,94.94,Bed Net Distribution,2021-09-06
2948,4524,89.02,Larvicide Application,2022-04-28
2949,2354,91.09,Environmental Management,2019-09-25
2950,1916,81.3,Larvicide Application,2018-01-02
2951,1220,49.7,Indoor Residual Spraying,2022-04-05
2952,104,42.27,Larvicide Application,2021-05-15
2953,1193,42.22,Indoor Residual Spraying,2017-07-29
2954,451,49.87,Larvicide Application,2021-11-10
2955,2477,41.12,Bed Net Distribution,2021-01-31
2956,4708,60.44,Indoor Residual Spraying,2023-03-31
2957,4156,55.57,Bed Net Distribution,2021-02-12
2958,2674,78.56,Indoor Residual Spraying,2021-05-28
2959,1439,80.27,Indoor Residual Spraying,2017-10-03
2960,2971,71.76,Indoor Residual Spraying,2021-08-24
2961,4094,55.07,Bed Net Distribution,2022-09-12
2962,3410,79.04,Bed Net Distribution,2022-05-02
2963,4053,74.91,Larvicide Application,2023-08-16
2964,4729,75.51,Bed Net Distribution,2015-07-15
2965,2167,54.79,Larvicide Application,2022-02-13
2966,1191,92.29,Environmental Management,2020-07-24
2967,541,51.4,Bed Net Distribution,2020-06-23
2968,1609,58.39,Indoor Residual Spraying,2015-06-21
2969,743,92.62,Environmental Management,2023-07-02
2970,3164,67.06,Indoor Residual Spraying,2016-03-21
2971,263,55.98,Environmental Management,2020-02-24
2972,762,52.45,Bed Net Distribution,2021-03-15
2973,2670,71.87,Environmental Management,2019-11-09
2974,4909,40.37,Indoor Residual Spraying,2023-10-15
2975,2485,57.67,Indoor Residual Spraying,2019-01-22
2976,3790,78.31,Larvicide Application,2021-09-04
2977,4155,90.09,Bed Net Distribution,2021-06-05
2978,2683,69.32,Indoor Residual Spraying,2023-12-22
2979,1447,57.28,Larvicide Application,2022-08-13
2980,593,93.89,Larvicide Application,2017-01-03
2981,2642,45.98,Environmental Management,2020-02-22
2982,4723,53.18,Larvicide Application,2022-11-27
2983,4648,42.55,Larvicide Application,2018-02-24
2984,1823,57.81,Environmental Management,2015-01-12
2985,4028,47.62,Environmental Management,2018-12-15
2986,2974,93.39,Indoor Residual Spraying,2017-11-18
2987,1030,71.64,Bed Net Distribution,2023-05-28
2988,1051,88.09,Bed Net Distribution,2015-03-18
2989,3024,81.52,Indoor Residual Spraying,2015-06-17
2990,400,43.29,Environmental Management,2018-11-02
2991,1785,41.07,Indoor Residual Spraying,2018-11-29
2992,4663,42.46,Larvicide Application,2020-02-06
2993,3481,71.01,Bed Net Distribution,2018-10-07
2994,713,46.32,Environmental Management,2017-06-24
2995,478,85.53,Indoor Residual Spraying,2017-06-13
2996,4883,60.03,Environmental Management,2019-01-29
2997,611,86.04,Bed Net Distribution,2021-11-06
2998,966,67.88,Larvicide Application,2022-06-05
2999,2553,64.2,Environmental Management,2016-03-25
