Demographic_key,Age_group,Socio_economic_status,Vaccination_rate,Housing_type
2867,Elderly (65+),Low Income,42.26,Urban
2868,Children (0-14),High Income,94.13,Rural
2869,Adults (15-64),Low Income,62.24,Urban
2870,Adults (15-64),Middle Income,46.71,Semi-urban
2871,Adults (15-64),Low Income,40.48,Urban
2872,Adults (15-64),Middle Income,69.33,Urban
2873,Children (0-14),Low Income,75.59,Rural
2874,Children (0-14),High Income,85.91,Semi-urban
2875,Adults (15-64),Middle Income,69.04,Rural
2876,Children (0-14),High Income,90.93,Semi-urban
2877,Adults (15-64),Low Income,64.55,Urban
2878,Adults (15-64),Low Income,47.81,Urban
2879,Elderly (65+),High Income,71.01,Rural
2880,Elderly (65+),Middle Income,52.06,Rural
2881,Adults (15-64),Low Income,48.33,Semi-urban
2882,Elderly (65+),Low Income,42.7,Semi-urban
2883,Adults (15-64),High Income,63.15,Rural
2884,Elderly (65+),Middle Income,79.48,Urban
2885,Children (0-14),Low Income,83.49,Rural
2886,Adults (15-64),Low Income,85.9,Urban
2887,Adults (15-64),Middle Income,42.48,Urban
2888,Adults (15-64),Low Income,86.17,Urban
2889,Children (0-14),Middle Income,72.77,Rural
2890,Children (0-14),Low Income,72.79,Urban
2891,Elderly (65+),Middle Income,69.61,Rural
2892,Adults (15-64),Low Income,88.53,Rural
2893,Elderly (65+),Low Income,40.15,Urban
2894,Children (0-14),Middle Income,62.22,Semi-urban
2895,Elderly (65+),Middle Income,57.32,Rural
2896,Adults (15-64),Middle Income,85.86,Urban
2897,Children (0-14),Middle Income,69.04,Urban
2898,Adults (15-64),Low Income,70.08,Semi-urban
2899,Adults (15-64),High Income,60.14,Rural
2900,Elderly (65+),Middle Income,71.66,Rural
2901,Children (0-14),Middle Income,60.54,Urban
2902,Children (0-14),Low Income,65.39,Semi-urban
2903,Elderly (65+),Middle Income,90.75,Rural
2904,Children (0-14),Middle Income,70.53,Urban
2905,Elderly (65+),Low Income,91.8,Urban
2906,Children (0-14),Low Income,67.15,Urban
2907,Elderly (65+),High Income,88.21,Urban
2908,Adults (15-64),High Income,94.03,Urban
2909,Children (0-14),Middle Income,65.36,Semi-urban
2910,Elderly (65+),High Income,75.88,Semi-urban
2911,Adults (15-64),Middle Income,81.64,Rural
2912,Elderly (65+),Middle Income,82.59,Semi-urban
2913,Elderly (65+),Low Income,53.68,Urban
2914,Adults (15-64),Low Income,93.52,Semi-urban
2915,Adults (15-64),Low Income,91.11,Semi-urban
2916,Adults (15-64),Middle Income,87.36,Rural
2917,Children (0-14),High Income,57.74,Urban
2918,Elderly (65+),Low Income,78.86,Semi-urban
2919,Elderly (65+),Middle Income,55.36,Semi-urban
2920,Children (0-14),Low Income,80.27,Urban
2921,Elderly (65+),Middle Income,70.58,Semi-urban
2922,Adults (15-64),Low Income,82.74,Semi-urban
2923,Children (0-14),High Income,59.33,Urban
2924,Adults (15-64),Low Income,75.13,Rural
2925,Adults (15-64),High Income,44.28,Semi-urban
2926,Adults (15-64),Low Income,46.4,Rural
2927,Elderly (65+),Low Income,70.68,Rural
2928,Elderly (65+),High Income,51.07,Semi-urban
2929,Adults (15-64),Low Income,54.95,Semi-urban
2930,Adults (15-64),Middle Income,66.85,Urban
2931,Adults (15-64),Middle Income,62.61,Urban
2932,Adults (15-64),Middle Income,53.84,Semi-urban
2933,Elderly (65+),High Income,54.1,Urban
2934,Elderly (65+),High Income,54.98,Urban
2935,Children (0-14),High Income,64.22,Urban
2936,Elderly (65+),High Income,93.54,Urban
2937,Adults (15-64),High Income,66.63,Urban
2938,Children (0-14),High Income,63.77,Semi-urban
2939,Elderly (65+),High Income,94.54,Rural
2940,Elderly (65+),Low Income,70.25,Semi-urban
2941,Elderly (65+),Middle Income,83.92,Semi-urban
2942,Elderly (65+),Low Income,67.43,Rural
2943,Elderly (65+),High Income,88.55,Urban
2944,Children (0-14),Low Income,40.42,Semi-urban
2945,Children (0-14),High Income,82.76,Semi-urban
2946,Children (0-14),Low Income,55.47,Urban
2947,Children (0-14),High Income,80.98,Rural
2948,Adults (15-64),Low Income,73.18,Semi-urban
2949,Elderly (65+),Middle Income,60.69,Urban
2950,Elderly (65+),Middle Income,61.73,Rural
2951,Elderly (65+),Middle Income,54.0,Semi-urban
2952,Elderly (65+),Low Income,72.2,Urban
2953,Elderly (65+),Low Income,59.41,Rural
2954,Adults (15-64),High Income,88.23,Urban
2955,Adults (15-64),Low Income,41.36,Urban
2956,Children (0-14),High Income,91.15,Rural
2957,Elderly (65+),Low Income,79.27,Rural
2958,Elderly (65+),Low Income,94.35,Rural
2959,Children (0-14),Low Income,88.49,Urban
2960,Elderly (65+),Low Income,64.34,Urban
2961,Adults (15-64),Middle Income,77.04,Semi-urban
2962,Children (0-14),Middle Income,86.17,Rural
2963,Children (0-14),Low Income,92.77,Rural
2964,Elderly (65+),Low Income,89.03,Semi-urban
2965,Elderly (65+),High Income,94.32,Semi-urban
2966,Children (0-14),Middle Income,51.9,Semi-urban
2967,Elderly (65+),High Income,90.44,Urban
2968,Children (0-14),Middle Income,82.67,Urban
2969,Elderly (65+),High Income,82.28,Rural
2970,Adults (15-64),Low Income,46.22,Rural
2971,Elderly (65+),Low Income,76.84,Semi-urban
2972,Elderly (65+),Low Income,40.01,Urban
2973,Adults (15-64),Low Income,40.97,Semi-urban
2974,Children (0-14),High Income,58.39,Semi-urban
2975,Children (0-14),Low Income,72.02,Rural
2976,Children (0-14),Low Income,55.94,Urban
2977,Adults (15-64),Low Income,54.86,Rural
2978,Children (0-14),High Income,59.78,Rural
2979,Children (0-14),Low Income,86.42,Urban
2980,Elderly (65+),Middle Income,76.01,Semi-urban
2981,Children (0-14),Middle Income,79.17,Rural
2982,Children (0-14),Middle Income,70.8,Urban
2983,Elderly (65+),Low Income,79.53,Rural
2984,Elderly (65+),High Income,58.15,Semi-urban
2985,Elderly (65+),Low Income,81.88,Semi-urban
2986,Children (0-14),Middle Income,69.17,Semi-urban
2987,Adults (15-64),High Income,64.07,Rural
2988,Elderly (65+),High Income,90.07,Semi-urban
2989,Elderly (65+),High Income,52.93,Semi-urban
2990,Elderly (65+),Middle Income,71.82,Semi-urban
2991,Elderly (65+),Middle Income,51.4,Rural
2992,Children (0-14),Low Income,85.45,Urban
2993,Elderly (65+),High Income,49.82,Rural
2994,Adults (15-64),High Income,77.21,Semi-urban
2995,Elderly (65+),High Income,72.55,Rural
2996,Adults (15-64),Middle Income,44.72,Rural
2997,Adults (15-64),Middle Income,56.17,Urban
2998,Children (0-14),Middle Income,66.09,Rural
2999,Elderly (65+),Middle Income,93.42,Urban
