Weather_key,Temperature,Humidity,Rainfall,Wind_speed,Weather_pattern
2914,23.23,63.05,193.57,2.99,Stormy
2915,30.06,93.01,92.95,8.45,Rainy
2916,32.09,86.88,266.38,18.79,Cloudy
2917,25.8,94.56,206.72,6.75,Rainy
2918,34.77,65.39,73.62,1.06,Stormy
2919,22.07,85.57,207.63,2.97,Stormy
2920,30.16,84.57,272.62,8.57,Cloudy
2921,25.56,80.99,40.67,15.62,Sunny
2922,30.48,92.83,51.62,15.93,Stormy
2923,26.78,62.2,247.58,3.99,Stormy
2924,24.73,90.91,107.9,13.37,Rainy
2925,28.56,78.43,93.81,4.76,Rainy
2926,21.27,92.88,106.26,7.79,Rainy
2927,33.8,88.27,237.58,7.79,Sunny
2928,34.54,93.75,81.9,10.2,Sunny
2929,25.15,67.63,198.65,5.42,Rainy
2930,34.23,66.29,259.42,17.32,Sunny
2931,31.12,65.96,41.91,18.72,Cloudy
2932,20.48,89.94,84.01,6.99,Cloudy
2933,26.06,62.2,141.08,1.2,Rainy
2934,29.73,83.31,15.15,14.77,Sunny
2935,32.45,65.03,52.96,15.86,Stormy
2936,31.22,85.99,112.27,18.58,Sunny
2937,24.8,62.14,130.35,2.61,Sunny
2938,34.36,60.45,110.47,11.73,Rainy
2939,32.81,72.02,77.78,10.56,Stormy
2940,25.95,89.71,255.46,14.87,Rainy
2941,21.5,83.11,6.94,6.27,Sunny
2942,34.52,82.55,237.26,6.99,Rainy
2943,21.6,69.82,149.86,12.94,Stormy
2944,31.09,92.14,238.1,15.02,Sunny
2945,31.41,88.57,137.17,16.68,Stormy
2946,27.84,66.58,169.13,4.39,Cloudy
2947,24.94,82.78,16.53,0.36,Stormy
2948,22.15,78.62,121.4,11.9,Rainy
2949,27.01,80.67,245.77,0.17,Sunny
2950,27.86,71.66,241.72,8.16,Sunny
2951,34.71,89.71,141.16,16.59,Sunny
2952,30.54,81.74,22.02,12.44,Sunny
2953,34.71,86.79,228.27,10.53,Sunny
2954,25.95,87.89,18.47,16.68,Rainy
2955,22.97,75.62,218.95,9.28,Sunny
2956,33.33,76.52,4.82,2.76,Rainy
2957,24.46,62.15,291.96,8.26,Stormy
2958,22.87,62.07,41.22,18.46,Rainy
2959,29.54,87.31,85.89,1.01,Stormy
2960,20.27,85.05,230.67,14.86,Stormy
2961,29.08,88.14,105.48,5.24,Sunny
2962,23.19,66.65,222.55,19.37,Cloudy
2963,24.73,83.31,123.96,13.61,Sunny
2964,22.16,94.04,205.9,12.67,Stormy
2965,30.69,87.4,294.64,17.71,Sunny
2966,27.76,71.2,51.35,16.6,Rainy
2967,26.54,74.73,33.78,1.99,Cloudy
2968,26.23,94.69,155.94,12.06,Stormy
2969,27.66,77.13,39.71,8.18,Stormy
2970,29.85,75.07,259.17,3.32,Rainy
2971,23.89,64.76,110.53,10.64,Stormy
2972,28.08,76.84,244.52,6.92,Sunny
2973,25.99,80.22,223.62,13.24,Cloudy
2974,27.12,83.56,10.76,19.97,Rainy
2975,29.88,83.48,113.9,15.36,Stormy
2976,34.16,93.89,135.91,3.58,Stormy
2977,23.38,84.73,186.26,6.4,Sunny
2978,20.82,88.77,139.55,10.0,Sunny
2979,31.75,84.44,240.46,5.04,Stormy
2980,23.77,60.96,296.62,14.5,Rainy
2981,21.21,76.62,127.53,16.52,Sunny
2982,25.43,63.19,182.11,13.22,Stormy
2983,30.3,81.93,222.04,0.12,Rainy
2984,31.93,64.73,35.55,16.24,Cloudy
2985,33.74,72.38,115.36,2.94,Cloudy
2986,23.63,79.94,23.16,4.29,Stormy
2987,31.38,68.8,72.61,19.14,Sunny
2988,27.82,78.42,10.15,15.22,Rainy
2989,23.93,87.0,164.2,14.64,Sunny
2990,33.31,94.3,100.66,1.39,Rainy
2991,20.25,90.48,132.12,19.55,Stormy
2992,23.29,92.1,89.64,3.91,Sunny
2993,22.74,78.38,298.71,3.25,Sunny
2994,25.01,81.34,47.25,19.55,Cloudy
2995,28.23,94.19,295.16,2.0,Sunny
2996,25.36,64.48,87.25,7.09,Cloudy
2997,25.39,74.02,229.67,11.16,Sunny
2998,27.78,86.41,188.71,1.68,Stormy
2999,23.39,71.77,32.59,19.81,Cloudy
